accuracy,loss,val_accuracy,val_loss
0.43301281332969666,1.9737097024917603,0.39636364579200745,1.8580613136291504
0.6003205180168152,1.3951411247253418,0.607272744178772,1.3860682249069214
0.6551281809806824,1.25962233543396,0.6090909242630005,1.2774982452392578
0.6842948794364929,1.1869462728500366,0.607272744178772,1.2851336002349854
0.696794867515564,1.1375207901000977,0.6181818246841431,1.3046537637710571
0.6977564096450806,1.101370096206665,0.6327272653579712,1.2349506616592407
0.718910276889801,1.0720335245132446,0.6399999856948853,1.1784873008728027
0.7355769276618958,1.0214221477508545,0.6418181657791138,1.1658217906951904
0.7416666746139526,1.0006020069122314,0.6290909051895142,1.175478219985962
0.7528846263885498,0.961803674697876,0.6636363863945007,1.1171917915344238
0.7605769038200378,0.9281470775604248,0.6581818461418152,1.1507517099380493
0.7685897350311279,0.903752863407135,0.696363627910614,1.0598984956741333
0.7721154093742371,0.8930384516716003,0.6800000071525574,1.0753425359725952
0.776602566242218,0.8791252374649048,0.696363627910614,1.0441292524337769
0.7942307591438293,0.8415974378585815,0.6890909075737,1.0601801872253418
0.7948718070983887,0.8269217610359192,0.7036363482475281,1.0184887647628784
0.7929487228393555,0.8074589371681213,0.6763636469841003,1.0941046476364136
0.7996794581413269,0.7920145392417908,0.696363627910614,1.0202434062957764
0.8099358677864075,0.783204972743988,0.692727267742157,1.0298657417297363
0.8144230842590332,0.7709944844245911,0.7018181681632996,1.0396312475204468
0.8048076629638672,0.768726110458374,0.7145454287528992,1.0350271463394165
0.821794867515564,0.7449955344200134,0.699999988079071,1.0489294528961182
0.8314102292060852,0.7254875302314758,0.692727267742157,1.0370306968688965
0.8224359154701233,0.741136908531189,0.7018181681632996,1.0580363273620605
0.8253205418586731,0.737108051776886,0.7109090685844421,1.0004842281341553
0.8423076868057251,0.6911568641662598,0.7145454287528992,1.0126396417617798
0.8371794819831848,0.6898494362831116,0.7109090685844421,1.0271729230880737
0.848397433757782,0.6781778931617737,0.7163636088371277,0.9962406158447266
0.8358974456787109,0.7046582102775574,0.6490908861160278,1.3322951793670654
0.8455128073692322,0.6863887310028076,0.7054545283317566,1.0918225049972534
