accuracy,loss,val_accuracy,val_loss,learning_rate
0.8374999761581421,0.4656669795513153,0.9018181562423706,0.2633189558982849,0.0010000000474974513
0.9259615540504456,0.20999716222286224,0.9054545164108276,0.27171260118484497,0.0010000000474974513
0.9554487466812134,0.14041508734226227,0.921818196773529,0.24417567253112793,0.0010000000474974513
0.971794843673706,0.09348133951425552,0.918181836605072,0.25567367672920227,0.0010000000474974513
0.9746794700622559,0.08228105306625366,0.910909116268158,0.28304198384284973,0.0010000000474974513
0.9855769276618958,0.058756399899721146,0.9054545164108276,0.30759820342063904,0.0010000000474974513
0.9833333492279053,0.05217272788286209,0.9127272963523865,0.3045763373374939,0.0010000000474974513
0.985897421836853,0.0432063452899456,0.918181836605072,0.3359723389148712,0.0010000000474974513
0.9932692050933838,0.0236936304718256,0.9200000166893005,0.3095972537994385,0.0005000000237487257
0.9926282167434692,0.027853483334183693,0.9309090971946716,0.30517545342445374,0.0005000000237487257
0.9923076629638672,0.027295488864183426,0.9200000166893005,0.3140418827533722,0.0005000000237487257
0.995512843132019,0.019005974754691124,0.9254545569419861,0.3080294132232666,0.0005000000237487257
0.9958333373069763,0.017665309831500053,0.9163636565208435,0.3278052806854248,0.0005000000237487257
0.9971153736114502,0.013422449119389057,0.9309090971946716,0.32591670751571655,0.0002500000118743628
0.9971153736114502,0.011677216738462448,0.9272727370262146,0.33058807253837585,0.0002500000118743628
0.9967948794364929,0.013727465644478798,0.9272727370262146,0.3295968174934387,0.0002500000118743628
0.9971153736114502,0.01034160889685154,0.914545476436615,0.354697585105896,0.0002500000118743628
0.9980769157409668,0.01116184052079916,0.9163636565208435,0.3554476797580719,0.0002500000118743628
0.9987179636955261,0.007147075608372688,0.921818196773529,0.3542243540287018,0.0001250000059371814
0.9974358677864075,0.00863687414675951,0.9200000166893005,0.35078832507133484,0.0001250000059371814
0.9974358677864075,0.008809143677353859,0.9163636565208435,0.3581204414367676,0.0001250000059371814
0.9980769157409668,0.00887356884777546,0.9254545569419861,0.34874069690704346,0.0001250000059371814
0.9983974099159241,0.007319196593016386,0.9200000166893005,0.3562912344932556,0.0001250000059371814
0.9987179636955261,0.00627325102686882,0.9200000166893005,0.3558962941169739,6.25000029685907e-05
0.9987179636955261,0.0065452540293335915,0.918181836605072,0.35437896847724915,6.25000029685907e-05
0.9990384578704834,0.006125209853053093,0.921818196773529,0.35622671246528625,6.25000029685907e-05
0.9971153736114502,0.007879127748310566,0.9254545569419861,0.35147541761398315,6.25000029685907e-05
0.9996795058250427,0.004854475613683462,0.9236363768577576,0.3522314727306366,6.25000029685907e-05
0.9993589520454407,0.005931026302278042,0.9236363768577576,0.3523504137992859,3.125000148429535e-05
0.9983974099159241,0.005853351671248674,0.921818196773529,0.3536241352558136,3.125000148429535e-05
0.9980769157409668,0.0070974333211779594,0.9236363768577576,0.3531194031238556,3.125000148429535e-05
0.9987179636955261,0.006471123080700636,0.9236363768577576,0.35634928941726685,3.125000148429535e-05
0.9990384578704834,0.006466362159699202,0.9236363768577576,0.35435888171195984,3.125000148429535e-05
0.9980769157409668,0.007849795743823051,0.9272727370262146,0.3534216284751892,1.5625000742147677e-05
0.9980769157409668,0.007968596182763577,0.9236363768577576,0.3550803065299988,1.5625000742147677e-05
0.9983974099159241,0.007037711329758167,0.921818196773529,0.35705602169036865,1.5625000742147677e-05
0.9980769157409668,0.0068216267973184586,0.921818196773529,0.3560628890991211,1.5625000742147677e-05
0.9996795058250427,0.005314839072525501,0.9236363768577576,0.3561621904373169,1.5625000742147677e-05
0.9987179636955261,0.006139018107205629,0.921818196773529,0.35649219155311584,7.812500371073838e-06
