accuracy,loss,val_accuracy,val_loss
0.5195512771606445,1.768155813217163,0.5127272605895996,1.6713439226150513
0.6419872045516968,1.452188491821289,0.5709090828895569,1.5390570163726807
0.6855769157409668,1.2979627847671509,0.6054545640945435,1.4019254446029663
0.7102563977241516,1.1838781833648682,0.6218181848526001,1.3155966997146606
0.7253205180168152,1.1327027082443237,0.5763636231422424,1.436465859413147
0.737500011920929,1.078768014907837,0.6090909242630005,1.2904248237609863
0.7538461685180664,1.02081298828125,0.6527272462844849,1.2285641431808472
0.7708333134651184,0.979987621307373,0.6418181657791138,1.32866370677948
0.7663461565971375,0.9645377993583679,0.6399999856948853,1.351245403289795
0.781089723110199,0.9236598610877991,0.5690909028053284,1.4870343208312988
0.7929487228393555,0.8987905383110046,0.6854545474052429,1.128211498260498
0.8057692050933838,0.8859658241271973,0.699999988079071,1.1478986740112305
0.8195512890815735,0.8459612727165222,0.5981818437576294,1.3966786861419678
0.8150641322135925,0.8327609300613403,0.5872727036476135,1.587740421295166
0.8205128312110901,0.8161567449569702,0.6872727274894714,1.1120104789733887
0.8185897469520569,0.8223490118980408,0.7145454287528992,1.0848983526229858
0.8275641202926636,0.7996755838394165,0.6454545259475708,1.2725169658660889
0.8410256505012512,0.7698003649711609,0.6890909075737,1.1341596841812134
0.8362179398536682,0.7619094252586365,0.6381818056106567,1.3688185214996338
0.843589723110199,0.7607529163360596,0.6981818079948425,1.088837742805481
0.843589723110199,0.7480742931365967,0.7054545283317566,1.1532222032546997
0.8567307591438293,0.7269968390464783,0.6490908861160278,1.2811617851257324
0.8512820601463318,0.7351253032684326,0.6581818461418152,1.3117691278457642
0.8596153855323792,0.7089513540267944,0.6563636660575867,1.3755165338516235
0.8605769276618958,0.7065023183822632,0.7200000286102295,1.1288548707962036
0.8660256266593933,0.6958420276641846,0.7145454287528992,1.1212319135665894
0.870512843132019,0.6856005787849426,0.5836363434791565,1.7918570041656494
0.8721153736114502,0.6896523237228394,0.7127272486686707,1.112159252166748
0.8785256147384644,0.6736112833023071,0.7127272486686707,1.2228097915649414
0.8855769038200378,0.6682349443435669,0.6763636469841003,1.259698510169983
