accuracy,loss,val_accuracy,val_loss
0.2381410300731659,2.5283799171447754,0.23999999463558197,2.4478847980499268
0.3105769157409668,2.2959558963775635,0.22181817889213562,2.475109100341797
0.39647436141967773,2.1018154621124268,0.3927272856235504,2.1710386276245117
0.534294843673706,1.8284215927124023,0.4618181884288788,1.902763843536377
0.5653846263885498,1.7070633172988892,0.5709090828895569,1.7118703126907349
0.5849359035491943,1.6467642784118652,0.5927272439002991,1.609113335609436
0.593910276889801,1.5775262117385864,0.5981818437576294,1.558459758758545
0.6092948913574219,1.5185962915420532,0.578181803226471,1.6494147777557373
0.6282051205635071,1.4740548133850098,0.6236363649368286,1.4694113731384277
0.6461538672447205,1.4341424703598022,0.6000000238418579,1.553013801574707
0.6455128192901611,1.3945250511169434,0.6309090852737427,1.45713210105896
0.6512820720672607,1.3715206384658813,0.6654545664787292,1.3290249109268188
0.6602563858032227,1.3440449237823486,0.6363636255264282,1.4100511074066162
0.675000011920929,1.3096833229064941,0.6545454263687134,1.3582037687301636
0.660897433757782,1.3063650131225586,0.6672727465629578,1.3240392208099365
0.6685897707939148,1.2896184921264648,0.6818181872367859,1.2701241970062256
0.6673076748847961,1.2752885818481445,0.6872727274894714,1.286888599395752
0.6641025543212891,1.2752498388290405,0.6509090662002563,1.313990592956543
0.6708333492279053,1.242996335029602,0.7018181681632996,1.2012574672698975
0.6878204941749573,1.2032934427261353,0.6600000262260437,1.2052602767944336
0.6900641322135925,1.1957647800445557,0.6890909075737,1.2139286994934082
0.6788461804389954,1.2224637269973755,0.6763636469841003,1.2644438743591309
0.7035256624221802,1.1494375467300415,0.7236363887786865,1.1349282264709473
0.6929486989974976,1.1850868463516235,0.6454545259475708,1.236449956893921
0.6887820363044739,1.1703795194625854,0.6745454668998718,1.1480363607406616
0.6977564096450806,1.1572259664535522,0.6745454668998718,1.1861803531646729
0.6993589997291565,1.1591767072677612,0.7109090685844421,1.1518528461456299
0.6987179517745972,1.1503841876983643,0.6527272462844849,1.2359846830368042
0.6900641322135925,1.1556956768035889,0.6545454263687134,1.230474829673767
0.7054487466812134,1.1226791143417358,0.7036363482475281,1.0891408920288086
